,Author,Affiliation,Publication Date,Journal Title,Title,URL
1002,Christopher J. Cronin,University of Notre Dame U.S.A.,2019/02/01,International Economic Review,INSURANCE-INDUCED MORAL HAZARD: A DYNAMIC MODEL OF WITHIN-YEAR MEDICAL CARE DECISION MAKING UNDER UNCERTAINTY,https://onlinelibrary.wiley.com/doi/10.1111/iere.12349
1003,Hernán D. Seoane,Universidad Carlos III de Madrid Spain,2019/02/01,International Economic Review,"TIME-VARYING VOLATILITY, DEFAULT, AND THE SOVEREIGN RISK PREMIUM",https://onlinelibrary.wiley.com/doi/10.1111/iere.12353
1004,Luigi Paciello; Andrea Pozzi; Nicholas Trachter,Einaudi Institute for Economics and Finance and CEPR Italy; Einaudi Institute for Economics and Finance and CEPR Italy; Federal Reserve Bank of Richmond U.S.A.,2019/02/01,International Economic Review,PRICE DYNAMICS WITH CUSTOMER MARKETS,https://onlinelibrary.wiley.com/doi/10.1111/iere.12358
1005,Olivier Gossner; Christoph Kuzmics,"CREST, CNRS, École Polytechnique, France, and London School of Economics U.K.; University of Graz Austria",2019/02/01,International Economic Review,PREFERENCES UNDER IGNORANCE,https://onlinelibrary.wiley.com/doi/10.1111/iere.12351
1006,Nejat Anbarci; Richard Dutu; Ching-Jen Sun,"Durham University U.K.; Université Paris-Dauphine PSL Research University, LEDa France; Deakin University Australia",2019/02/01,International Economic Review,ON THE TIMING OF PRODUCTION DECISIONS IN MONETARY ECONOMIES,https://onlinelibrary.wiley.com/doi/10.1111/iere.12359
1007,Ignacio Esponda; Demian Pouzo,University of California Santa Barbara U.S.A.; University of California Berkeley U.S.A.,2019/02/01,International Economic Review,RETROSPECTIVE VOTING AND PARTY POLARIZATION,https://onlinelibrary.wiley.com/doi/10.1111/iere.12348
1008,Irina Merkurieva,University of St Andrews Scotland,2019/02/01,International Economic Review,LATE CAREER JOB LOSS AND THE DECISION TO RETIRE,https://onlinelibrary.wiley.com/doi/10.1111/iere.12352
1009,Yangguang Huang; Quan Wen,Hong Kong University of Science and Technology Hong Kong; University of Washington U.S.A.,2019/02/01,International Economic Review,AUCTION–LOTTERY HYBRID MECHANISMS: STRUCTURAL MODEL AND EMPIRICAL ANALYSIS,https://onlinelibrary.wiley.com/doi/10.1111/iere.12356
1010,Julien Bengui; Javier Bianchi; Louphou Coulibaly,Université de Montréal Canada; Federal Reserve Bank of Minneapolis U.S.A.; NBER U.S.A.,2019/02/01,International Economic Review,FINANCIAL SAFETY NETS,https://onlinelibrary.wiley.com/doi/10.1111/iere.12346
1011,Nils-Petter Lagerlöf,York University Canada,2019/02/01,International Economic Review,UNDERSTANDING PER-CAPITA INCOME GROWTH IN PREINDUSTRIAL EUROPE,https://onlinelibrary.wiley.com/doi/10.1111/iere.12350
1012,Yongsung Chang; Sun-Bin Kim; Kyooho Kwon; Richard Rogerson,Seoul National University Korea; Yonsei University Korea; Korea Development Institute Korea; Princeton University and NBER U.S.A,2019/02/01,International Economic Review,2018 KLEIN LECTURE: INDIVIDUAL AND AGGREGATE LABOR SUPPLY IN HETEROGENEOUS AGENT ECONOMIES WITH INTENSIVE AND EXTENSIVE MARGINS,https://onlinelibrary.wiley.com/doi/10.1111/iere.12377
1013,Aviv Nevo; Arlene Wong,University of Pennsylvania and NBER U.S.A.; Princeton University and NBER U.S.A.,2019/02/01,International Economic Review,THE ELASTICITY OF SUBSTITUTION BETWEEN TIME AND MARKET GOODS: EVIDENCE FROM THE GREAT RECESSION,https://onlinelibrary.wiley.com/doi/10.1111/iere.12343
1014,Kyungmin Kim; Sun Hyung Kim,University of Miami U.S.A.; University of Iowa U.S.A.,2019/02/01,International Economic Review,SELLING A LEMON UNDER DEMAND UNCERTAINTY,https://onlinelibrary.wiley.com/doi/10.1111/iere.12345
1015,Zhiqi Chen,Nanjing University China; Carleton University Canada,2019/02/01,International Economic Review,SUPPLIER INNOVATION IN THE PRESENCE OF BUYER POWER,https://onlinelibrary.wiley.com/doi/10.1111/iere.12355
1016,Pradeep Kumar; Hongsong Zhang,University of Exeter Business School U.K.; The University of Hong Kong Hong Kong,2019/02/01,International Economic Review,PRODUCTIVITY OR UNEXPECTED DEMAND SHOCKS: WHAT DETERMINES FIRMS' INVESTMENT AND EXIT DECISIONS?,https://onlinelibrary.wiley.com/doi/10.1111/iere.12354
1017,Emerson Melo; Kirill Pogorelskiy; Matthew Shum,Indiana University Bloomington U.S.A.; University of Warwick U.K.; Caltech U.S.A.,2019/02/01,International Economic Review,TESTING THE QUANTAL RESPONSE HYPOTHESIS,https://onlinelibrary.wiley.com/doi/10.1111/iere.12344
1018,Amine Ouazad; Romain Rancière,HEC Montreal Canada; University of Southern California U.S.A.,2019/05/01,International Economic Review,CITY EQUILIBRIUM WITH BORROWING CONSTRAINTS: STRUCTURAL ESTIMATION AND GENERAL EQUILIBRIUM EFFECTS,https://onlinelibrary.wiley.com/doi/10.1111/iere.12366
1019,Jinill Kim; Francisco Ruge-Murcia,Korea University Korea; McGill University Canada,2019/05/01,International Economic Review,EXTREME EVENTS AND OPTIMAL MONETARY POLICY,https://onlinelibrary.wiley.com/doi/10.1111/iere.12372
1020,Robert P. Gilles,Queen's University of Belfast U.K.,2019/05/01,International Economic Review,MARKET ECONOMIES WITH AN ENDOGENOUS SOCIAL DIVISION OF LABOR,https://onlinelibrary.wiley.com/doi/10.1111/iere.12369
1021,Mei Dong; Sylvia Xiaolin Xiao,University of Melbourne Australia; Peking University China,2019/05/01,International Economic Review,"LIQUIDITY, MONETARY POLICY, AND UNEMPLOYMENT: A NEW MONETARIST APPROACH",https://onlinelibrary.wiley.com/doi/10.1111/iere.12374
1022,S. Borağan Aruoba; Allan Drazen; Razvan Vlaicu,University of Maryland U.S.A.; University of Maryland U.S.A.; NBER U.S.A.; CEPR U.K.; Inter-American Development Bank U.S.A.,2019/05/01,International Economic Review,A STRUCTURAL MODEL OF ELECTORAL ACCOUNTABILITY,https://onlinelibrary.wiley.com/doi/10.1111/iere.12361
1023,Gerard J. van den Berg; Bas van der Klaauw,"University of Bristol UK; IFAU-Uppsala, IZA, ZEW CEPR; CESifo; VU University Amsterdam The Netherlands; Tinbergen Institute; CEPR",2019/05/01,International Economic Review,STRUCTURAL EMPIRICAL EVALUATION OF JOB SEARCH MONITORING,https://onlinelibrary.wiley.com/doi/10.1111/iere.12376
1024,Roberto Bonilla; Francis Kiraly; John Wildman,Newcastle University U.K.; Newcastle University U.K.; Newcastle University U.K.,2019/05/01,International Economic Review,BEAUTY PREMIUM AND MARRIAGE PREMIUM IN SEARCH EQUILIBRIUM: THEORY AND EMPIRICAL TEST,https://onlinelibrary.wiley.com/doi/10.1111/iere.12370
1025,Aspen Gorry; Devon Gorry; Nicholas Trachter,Clemson University U.S.A.; Clemson University U.S.A.; Federal Reserve Bank of Richmond U.S.A.,2019/05/01,International Economic Review,LEARNING AND LIFE CYCLE PATTERNS OF OCCUPATIONAL TRANSITIONS,https://onlinelibrary.wiley.com/doi/10.1111/iere.12371
1026,Alexander Karaivanov; Jesús Saurina; Robert M. Townsend,Simon Fraser University Canada; Bank of Spain Spain; MIT U.S.A.,2019/05/01,International Economic Review,"FAMILY FIRMS, BANK RELATIONSHIPS, AND FINANCIAL CONSTRAINTS: A COMPREHENSIVE SCORE CARD",https://onlinelibrary.wiley.com/doi/10.1111/iere.12362
1027,Jay H. Hong; Byoung Hoon Seok; Hye Mi You,Seoul National University Korea; Ewha Womans University Korea; Hanyang University Korea,2019/05/01,International Economic Review,WAGE VOLATILITY AND CHANGING PATTERNS OF LABOR SUPPLY,https://onlinelibrary.wiley.com/doi/10.1111/iere.12363
1028,Marcelo Arbex; Dennis O'Dea; David Wiczer,University of Windsor Canada; University of Washington U.S.A.; Stony Brook University U.S.A.,2019/05/01,International Economic Review,NETWORK SEARCH: CLIMBING THE JOB LADDER FASTER,https://onlinelibrary.wiley.com/doi/10.1111/iere.12375
1029,Matthew C. Harris,University of Tennessee U.S.A.,2019/05/01,International Economic Review,THE IMPACT OF BODY WEIGHT ON OCCUPATIONAL MOBILITY AND CAREER DEVELOPMENT,https://onlinelibrary.wiley.com/doi/10.1111/iere.12364
1030,Zvi Eckstein; Ofer Setty; David Weiss,Interdisciplinary Center Herzliya Israel; Tel Aviv University Israel; Tel Aviv University Israel,2019/05/01,International Economic Review,FINANCIAL RISK AND UNEMPLOYMENT,https://onlinelibrary.wiley.com/doi/10.1111/iere.12360
1031,Hojin Jung; Georgia Kosmopoulou; Carlos Lamarche; Richard Sicotte,Chonbuk National University Korea; University of Oklahoma U.S.A.; University of Kentucky U.S.A.; University of Vermont U.S.A.,2019/05/01,International Economic Review,STRATEGIC BIDDING AND CONTRACT RENEGOTIATION,https://onlinelibrary.wiley.com/doi/10.1111/iere.12368
1032,Daniel Harenberg; Alexander Ludwig,Center for Economic Research ETH Zürich Switzerland; Oxford Economics Ltd. Germany; SAFE Goethe University Frankfurt Germany,2019/05/01,International Economic Review,"IDIOSYNCRATIC RISK, AGGREGATE RISK, AND THE WELFARE EFFECTS OF SOCIAL SECURITY",https://onlinelibrary.wiley.com/doi/10.1111/iere.12365
1033,Christos A. Ioannou; Miltiadis Makris,Université Paris 1 Panthéon-Sorbonne France; University of Kent U.K.,2019/05/01,International Economic Review,AN EXPERIMENTAL STUDY OF UNCERTAINTY IN COORDINATION GAMES,https://onlinelibrary.wiley.com/doi/10.1111/iere.12367
1034,Vincent Bignon; Régis Breton; Mariana Rojas Breu,Banque de France France; CEPR U.K.; Banque de France France; Université Paris Dauphine PSL University France,2019/05/01,International Economic Review,CURRENCY UNION WITH OR WITHOUT BANKING UNION,https://onlinelibrary.wiley.com/doi/10.1111/iere.12373
1035,Robert G. Hammond; Bin Liu; Jingfeng Lu; Yohanes E. Riyanto,North Carolina State University U.S.A.; The Chinese University of Hong Kong Shenzhen China; National University of Singapore Singapore; Nanyang Technological University Singapore,2019/08/01,International Economic Review,ENHANCING EFFORT SUPPLY WITH PRIZE-AUGMENTING ENTRY FEES: THEORY AND EXPERIMENTS,https://onlinelibrary.wiley.com/doi/10.1111/iere.12379
1036,Peter Troyan,University of Virginia U.S.A.,2019/08/01,International Economic Review,OBVIOUSLY STRATEGY-PROOF IMPLEMENTATION OF TOP TRADING CYCLES,https://onlinelibrary.wiley.com/doi/10.1111/iere.12384
1037,Lala Ma,University of Kentucky U.S.A.,2019/08/01,International Economic Review,LEARNING IN A HEDONIC FRAMEWORK: VALUING BROWNFIELD REMEDIATION,https://onlinelibrary.wiley.com/doi/10.1111/iere.12389
1038,Antonello D'Alessandro; Giulio Fella; Leonardo Melosi,Bank of Italy Italy; Queen Mary University of London U.K.; CFM U.K.; IFS U.K.; Federal Reserve Bank of Chicago U.S.A.,2019/08/01,International Economic Review,FISCAL STIMULUS WITH LEARNING-BY-DOING,https://onlinelibrary.wiley.com/doi/10.1111/iere.12391
1039,Marcel Fischer; Natalia Khorunzhina,University of Konstanz Germany; Copenhagen Business School Denmark; Copenhagen Business School Denmark,2019/08/01,International Economic Review,HOUSING DECISION WITH DIVORCE RISK,https://onlinelibrary.wiley.com/doi/10.1111/iere.12385
1040,Douglas H. Wrenn; H. Allen Klaiber,Pennsylvania State University U.S.A.; The Ohio State University U.S.A.,2019/08/01,International Economic Review,SPACE AND TIME: A COMPETING RISKS ANALYSIS OF THE IMPACT OF PROPERTY TAXES AND ZONING RESTRICTIONS ON RESIDENTIAL DEVELOPMENT,https://onlinelibrary.wiley.com/doi/10.1111/iere.12380
1041,Russell Cooper; Huacong Liu,"Pennsylvania State University U.S.A.; European University Institute, Italy, and NBER; University of Hamburg Germany",2019/08/01,International Economic Review,MISMATCH IN HUMAN CAPITAL ACCUMULATION,https://onlinelibrary.wiley.com/doi/10.1111/iere.12386
1042,Francisco Silva,Pontificia Universidad Catolica de Chile Chile,2019/08/01,International Economic Review,IF WE CONFESS OUR SINS,https://onlinelibrary.wiley.com/doi/10.1111/iere.12390
1043,Gu Jin; Tao Zhu,Central University of Finance and Economics China; Hong Kong University of Science and Technology Hong Kong,2019/08/01,International Economic Review,NONNEUTRALITY OF MONEY IN DISPERSION: HUME REVISITED,https://onlinelibrary.wiley.com/doi/10.1111/iere.12387
1044,Jonathan D. Ketcham; Nicolai V. Kuminoff; Christopher A. Powers,Arizona State University U.S.A.; Arizona State University U.S.A.; National Bureau of Economic Research U.S.A.; Cigna-HealthSpring U.S.A.,2019/08/01,International Economic Review,ESTIMATING THE HETEROGENEOUS WELFARE EFFECTS OF CHOICE ARCHITECTURE,https://onlinelibrary.wiley.com/doi/10.1111/iere.12382
1045,Antonio Merlo; Xun Tang,Rice University U.S.A.; Rice University U.S.A.,2019/08/01,International Economic Review,BARGAINING WITH OPTIMISM: IDENTIFICATION AND ESTIMATION OF A MODEL OF MEDICAL MALPRACTICE LITIGATION,https://onlinelibrary.wiley.com/doi/10.1111/iere.12378
1046,Jan Boone; Christoph Schottmüller,University of Tilburg The Netherlands; University of Cologne Germany,2019/08/01,International Economic Review,"DO HEALTH INSURERS CONTRACT THE BEST PROVIDERS? PROVIDER NETWORKS, QUALITY, AND COSTS",https://onlinelibrary.wiley.com/doi/10.1111/iere.12383
1047,William B. Peterman; Kamila Sommer,Federal Reserve Board U.S.A.; Federal Reserve Board U.S.A.,2019/08/01,International Economic Review,HOW WELL DID SOCIAL SECURITY MITIGATE THE EFFECTS OF THE GREAT RECESSION?,https://onlinelibrary.wiley.com/doi/10.1111/iere.12392
1048,Alexander Monge-Naranjo,Federal Reserve Bank of St. Louis U.S.A.; Washington University in St. Louis U.S.A.,2019/08/01,International Economic Review,"MARKETS, EXTERNALITIES, AND THE DYNAMIC GAINS OF OPENNESS",https://onlinelibrary.wiley.com/doi/10.1111/iere.12381
1049,Flavio Toxvaerd,University of Cambridge U.K.,2019/11/01,International Economic Review,RATIONAL DISINHIBITION AND EXTERNALITIES IN PREVENTION,https://onlinelibrary.wiley.com/doi/10.1111/iere.12402
1050,Alan Asprilla; Nicolas Berman; Olivier Cadot; Mélise Jaud,"University of Lausanne Switzerland; Aix-Marseille University, CNRS, EHESS, Centrale Marseille, AMSE France; CEPR UK; University of Lausanne Switzerland; CEPR U.K.; FERDI France; World Bank U.S.A.",2019/11/01,International Economic Review,TRADE POLICY AND MARKET POWER: FIRM-LEVEL EVIDENCE,https://onlinelibrary.wiley.com/doi/10.1111/iere.12409
1051,Alexander T. Clark; Nicholas H. Tenev,"Peloton Interactive, Inc. U.S.A.; Office of the Comptroller of the Currency U.S.A.",2019/11/01,International Economic Review,VOTING AND SOCIAL PRESSURE UNDER IMPERFECT INFORMATION,https://onlinelibrary.wiley.com/doi/10.1111/iere.12401
1052,Yi Chen; Maurizio Mazzocco; Béla Személy,Jinan University China; UCLA Bunche Hall Los Angeles CA U.S.A.; Office of the Comptroller of the Currency U.S.A.,2019/11/01,International Economic Review,EXPLAINING THE DECLINE OF THE U.S. SAVING RATE: THE ROLE OF HEALTH EXPENDITURE,https://onlinelibrary.wiley.com/doi/10.1111/iere.12405
1053,Sean Horan; Martin J. Osborne; M. Remzi Sanver,"Université de Montréal and CIREQ Canada; University of Toronto Canada; Université Paris-Dauphine, Université PSL, CNRS, LAMSADE France",2019/11/01,International Economic Review,POSITIVELY RESPONSIVE COLLECTIVE CHOICE RULES AND MAJORITY RULE: A GENERALIZATION OF MAY'S THEOREM TO MANY ALTERNATIVES,https://onlinelibrary.wiley.com/doi/10.1111/iere.12394
1054,Ben Etheridge,University of Essex U.K.,2019/11/01,International Economic Review,HOUSE PRICES AND CONSUMPTION INEQUALITY,https://onlinelibrary.wiley.com/doi/10.1111/iere.12404
1055,Isaac Loh; Gregory Phelan,Northwestern University U.S.A.; Williams College U.S.A.,2019/11/01,International Economic Review,DIMENSIONALITY AND DISAGREEMENT: ASYMPTOTIC BELIEF DIVERGENCE IN RESPONSE TO COMMON INFORMATION,https://onlinelibrary.wiley.com/doi/10.1111/iere.12406
1056,Paola Boel; Christopher J. Waller,Sveriges Riksbank Sweden; Federal Reserve Bank of St. Louis U.S.A.; Deakin University Australia,2019/11/01,International Economic Review,STABILIZATION POLICY AT THE ZERO LOWER BOUND,https://onlinelibrary.wiley.com/doi/10.1111/iere.12396
1057,John Knowles; Guillaume Vandenbroucke,Simon Fraser University Canada; Federal Reserve Bank of St. Louis U.S.A.,2019/11/01,International Economic Review,FERTILITY SHOCKS AND EQUILIBRIUM MARRIAGE-RATE DYNAMICS,https://onlinelibrary.wiley.com/doi/10.1111/iere.12395
1058,Parimal K. Bag; Tridib Sharma,National University of Singapore Singapore; Instituto Tecnológico Autónomo de México Mexico,2019/11/01,International Economic Review,SEQUENTIAL EXPERT ADVICE: SUPERIORITY OF CLOSED-DOOR MEETINGS,https://onlinelibrary.wiley.com/doi/10.1111/iere.12407
1059,Tai-Wei Hu; Neil Wallace,University of Bristol U.K.; Penn State University U.S.A.,2019/11/01,International Economic Review,THE PHILLIPS CURVE IN A MATCHING MODEL,https://onlinelibrary.wiley.com/doi/10.1111/iere.12393
1060,Sambuddha Ghosh; Gabriele Gratton; Caixia Shen,"Shanghai University of Finance and Economics China; UNSW Sydney Australia; Zhejiang University of Finance and Economics China; SIBA, SUFE China",2019/11/01,International Economic Review,INTIMIDATION: LINKING NEGOTIATION AND CONFLICT,https://onlinelibrary.wiley.com/doi/10.1111/iere.12398
1061,Jean-Pierre Benoît; Juan Dubra,London Business School U.K.; Universidad de Montevideo Uruguay,2019/11/01,International Economic Review,APPARENT BIAS: WHAT DOES ATTITUDE POLARIZATION SHOW?,https://onlinelibrary.wiley.com/doi/10.1111/iere.12400
1062,Joel Rodrigue; Yong Tan,Vanderbilt University U.S.A.; Nanjing University of Finance and Economics China,2019/11/01,International Economic Review,"PRICE, PRODUCT QUALITY, AND EXPORTER DYNAMICS: EVIDENCE FROM CHINA",https://onlinelibrary.wiley.com/doi/10.1111/iere.12410
1063,Wyatt J. Brooks; Pau S. Pujolas,University of Notre Dame U.S.A.; McMaster University Canada,2019/11/01,International Economic Review,GAINS FROM TRADE WITH VARIABLE TRADE ELASTICITIES,https://onlinelibrary.wiley.com/doi/10.1111/iere.12399
