Author,Affiliation,Publication Date,Journal Title,Title,URL
Fan Zhou; Shikai Luo; Xiaohu Qie; Jieping Ye; Hongtu Zhu,"School of Statistics and Management, Shanghai University of Finance and Economics, Shanghai, ChinaView further author information; b Didi Chuxing, Beijing, ChinaView further author information; b Didi Chuxing, Beijing, ChinaView further author information; b Didi Chuxing, Beijing, ChinaView further author information; b Didi Chuxing, Beijing, ChinaCorrespondencebowenhongtu@gmail.comView further author information",2021-10-2,Journal of the American Statistical Association,Graph-Based Equilibrium Metrics for Dynamic Supply–Demand Systems With Applications to Ride-sourcing Platforms,https://www.tandfonline.com/doi/abs/10.1080/01621459.2021.1898409
DongHyuk Lee; Bin Zhu,"Biostatistics Branch, Division of Cancer Epidemiology and Genetics, National Cancer Institute, National Institutes of Health, Bethesda, MDView further author information; Biostatistics Branch, Division of Cancer Epidemiology and Genetics, National Cancer Institute, National Institutes of Health, Bethesda, MDCorrespondencebin.zhu@nih.govView further author information",2021-10-2,Journal of the American Statistical Association,A Semiparametric Kernel Independence Test With Application to Mutational Signatures,https://www.tandfonline.com/doi/abs/10.1080/01621459.2020.1871357
Natalie Dean; Yang Yang,"Department of Biostatistics and Bioinformatics, Emory University, Atlanta, GA; Correspondencenataliedean@emory.eduhttps://orcid.org/0000-0003-3884-0921; b Department of Biostatistics, University of Florida, Gainesville, FL",2021-10-2,Journal of the American Statistical Association,Discussion of “Regression Models for Understanding COVID-19 Epidemic Dynamics With Incomplete Data”,https://www.tandfonline.com/doi/abs/10.1080/01621459.2021.1982722
Bruno Ferman,"Sao Paulo School of Economics-FGV, Sao Paulo, BrazilCorrespondencebruno.ferman@fgv.brhttps://orcid.org/0000-0001-7286-5677View further author information",2021-10-2,Journal of the American Statistical Association,On the Properties of the Synthetic Control Estimator with Many Periods and Many Controls,https://www.tandfonline.com/doi/abs/10.1080/01621459.2021.1965613
Alberto Abadie; Jérémy L’Hour,"Department of Economics, Massachusetts Institute of Technology, Cambridge, MA;b NBER, Cambridge, MACorrespondenceabadie@mit.eduView further author information; c CREST, ENSAE Paris, France;d Insee, Paris, FranceView further author information",2021-10-2,Journal of the American Statistical Association,A Penalized Synthetic Control Estimator for Disaggregated Data,https://www.tandfonline.com/doi/abs/10.1080/01621459.2021.1971535
Eli Ben-Michael; Avi Feller; Jesse Rothstein,"Department of Statistics, Institute for Quantitative Social Sciences, Harvard University, Cambridge, Ma;View further author information; b Department of Statistics, Goldman School of Public Policy, University of California, Berkeley, CA;Correspondenceafeller@berkeley.eduView further author information; c Department of Economics, Goldman School of Public Policy, University of California, Berkeley, CAView further author information",2021-10-2,Journal of the American Statistical Association,The Augmented Synthetic Control Method,https://www.tandfonline.com/doi/abs/10.1080/01621459.2021.1929245
Alberto Abadie; Matias D. Cattaneo,Correspondenceabadie@mit.edu,2021-10-2,Journal of the American Statistical Association,Introduction to the Special Section on Synthetic Control Methods,https://www.tandfonline.com/doi/abs/10.1080/01621459.2021.2002600
Zhigang Li; Lu Tian; A. James O’Malley; Margaret R. Karagas; Anne G. Hoen; Brock C. Christensen; Juliette C. Madan; Quran Wu; Raad Z. Gharaibeh; Christian Jobin; Hongzhe Li,"Department of Biostatistics, University of Florida, Gainesville, FL; Correspondencezhigang.li@ufl.eduView further author information; Science, Stanford University, Palo Alto, CA; https://orcid.org/0000-0002-5893-0169View further author information; c The Dartmouth Institute, Geisel School of Medicine at Dartmouth, Hanover, NH; View further author information; d Department of Epidemiology, Geisel School of Medicine at Dartmouth, Hanover, NH; https://orcid.org/0000-0002-6398-7362View further author information; d Department of Epidemiology, Geisel School of Medicine at Dartmouth, Hanover, NH; View further author information; d Department of Epidemiology, Geisel School of Medicine at Dartmouth, Hanover, NH; https://orcid.org/0000-0003-3022-426XView further author information; d Department of Epidemiology, Geisel School of Medicine at Dartmouth, Hanover, NH; View further author information; Department of Biostatistics, University of Florida, Gainesville, FL; View further author information; e Department of Medicine, University of Florida, Gainesville, FL; View further author information; e Department of Medicine, University of Florida, Gainesville, FL; View further author information; f Department of Biostatistics, Epidemiology & Informatics, University of Pennsylvania, Philadelphia, PAView further author information",2021-10-2,Journal of the American Statistical Association,IFAA: Robust Association Identification and Inference for Absolute Abundance in Microbiome Analyses,https://www.tandfonline.com/doi/abs/10.1080/01621459.2020.1860770
Anish Agarwal; Devavrat Shah; Dennis Shen; Dogyoon Song,"Massachusetts Institute of Technology, EECS, Cambridge, MA; Massachusetts Institute of Technology, EECS, Cambridge, MACorrespondencedevavrat@mit.edu; Massachusetts Institute of Technology, EECS, Cambridge, MA; Massachusetts Institute of Technology, EECS, Cambridge, MA",2021-10-2,Journal of the American Statistical Association,On Robustness of Principal Component Regression,https://www.tandfonline.com/doi/abs/10.1080/01621459.2021.1928513
Victor Chernozhukov; Kaspar Wüthrich; Yinchu Zhu,"Massachusetts Institute of Technology, Cambridge, MAView further author information; Jolla, CACorrespondencekwuthrich@ucsd.eduView further author information; c Department of Economics, Brandeis University, Waltham, MAView further author information",2021-10-2,Journal of the American Statistical Association,An Exact and Robust Conformal Inference Method for Counterfactual and Synthetic Controls,https://www.tandfonline.com/doi/abs/10.1080/01621459.2021.1920957
Alan Julian Izenman,"Department of Statistical Science, Temple University, Philadelphia, PACorrespondencealan@temple.edu",2021-10-2,Journal of the American Statistical Association,Sampling Algorithms for Discrete Markov Random Fields and Related Graphical Models,https://www.tandfonline.com/doi/abs/10.1080/01621459.2021.1898410
Matias D. Cattaneo; Luke Keele; Rocío Titiunik; Gonzalo Vazquez-Bare,"Department of Operations Research and Financial Engineering, Princeton University, Princeton, NJCorrespondencecattaneo@princeton.eduView further author information; b Department of Surgery and Biostatistics, University of Pennsylvania, Philadelphia, PAhttps://orcid.org/0000-0002-3859-2713View further author information; c Department of Politics, Princeton University, Princeton, NJView further author information; Barbara, CAView further author information",2021-10-2,Journal of the American Statistical Association,Extrapolating Treatment Effects in Multi-Cutoff Regression Discontinuity Designs,https://www.tandfonline.com/doi/abs/10.1080/01621459.2020.1751646
Jincheng Zhou; James S. Hodges; Haitao Chu,"Center for Design & Analysis, Amgen Inc., Thousand Oaks, CA;Correspondencejzhou02@amgen.com chux0051@umn.eduhttps://orcid.org/0000-0003-2641-2495View further author information; b Division of Biostatistics, School of Public Health, University of Minnesota, Minneapolis, MNView further author information; b Division of Biostatistics, School of Public Health, University of Minnesota, Minneapolis, MNView further author information",2021-10-2,Journal of the American Statistical Association,A Bayesian Hierarchical CACE Model Accounting for Incomplete Noncompliance With Application to a Meta-analysis of Epidural Analgesia on Cesarean Section,https://www.tandfonline.com/doi/abs/10.1080/01621459.2021.1900859
Qihui Su; Zhongling Qin; Liang Peng; Gengsheng Qin,"Jilin University, Changchun, Jilin, China; b Harbert College of Business, Auburn University, Auburn, AL; State University, Atlanta, GACorrespondencelpeng@gsu.edu; State University, Atlanta, GA",2021-10-2,Journal of the American Statistical Association,Efficiently Backtesting Conditional Value-at-Risk and Conditional Expected Shortfall,https://www.tandfonline.com/doi/abs/10.1080/01621459.2020.1763804
Jun Yu; HaiYing Wang; Mingyao Ai; Huiming Zhang,"School of Mathematics and Statistics, Beijing Institute of Technology, Beijing, ChinaView further author information; b Department of Statistics, University of Connecticut, Storrs, CTView further author information; c LMAM, School of Mathematical Sciences and Center for Statistical Science, Peking University, Beijing, ChinaCorrespondencemyai@math.pku.edu.cnView further author information; d School of Mathematical Sciences and Center for Statistical Science, Peking University, Beijing, ChinaView further author information",2022-1-2,Journal of the American Statistical Association,Optimal Distributed Subsampling for Maximum Quasi-Likelihood Estimators With Massive Data,https://www.tandfonline.com/doi/abs/10.1080/01621459.2020.1773832
Xianyang Zhang; Jun Chen,"Department of Statistics, Texas A&M University, College Station, TXCorrespondencezhangxiany@stat.tamu.edu Chen.Jun2@mayo.eduView further author information; b Division of Biomedical Statistics and Informatics, and Center for Individualized Medicine, Mayo Clinic, Rochester, MNCorrespondencezhangxiany@stat.tamu.edu Chen.Jun2@mayo.eduView further author information",2022-1-2,Journal of the American Statistical Association,Covariate Adaptive False Discovery Rate Control With Applications to Omics-Wide Multiple Testing,https://www.tandfonline.com/doi/abs/10.1080/01621459.2020.1783273
Sooin Yun; Xianyang Zhang; Bo Li,"Department of Statistics, University of Illinois at Urbana-Champaign, Champaign, ILView further author information; b Department of Statistics, Texas A&M University, College Station, TXView further author information; Department of Statistics, University of Illinois at Urbana-Champaign, Champaign, ILCorrespondencelibo@illinois.eduView further author information",2022-1-2,Journal of the American Statistical Association,Detection of Local Differences in Spatial Characteristics Between Two Spatiotemporal Random Fields,https://www.tandfonline.com/doi/abs/10.1080/01621459.2020.1775613
Ben Dai; Xiaotong Shen; Junhui Wang,"School of Statistics, University of Minnesota, Minneapolis, MN; Correspondencebdai@umn.eduView further author information; School of Statistics, University of Minnesota, Minneapolis, MN; View further author information; Science, City University of Hong Kong, Kowloon, Hong KongView further author information",2022-1-2,Journal of the American Statistical Association,Embedding Learning,https://www.tandfonline.com/doi/abs/10.1080/01621459.2020.1775614
Ian Laga; Xiaoyue Niu; Le Bao,"State University, University Park, PAView further author information; State University, University Park, PAhttps://orcid.org/0000-0003-3384-7446View further author information; State University, University Park, PACorrespondencelebao@psu.eduhttps://orcid.org/0000-0003-0191-5918View further author information",2022-1-2,Journal of the American Statistical Association,Modeling the Marked Presence-Only Data: A Case Study of Estimating the Female Sex Worker Size in Malawi,https://www.tandfonline.com/doi/abs/10.1080/01621459.2021.1944873
Mats J. Stensrud; Jessica G. Young; Vanessa Didelez; James M. Robins; Miguel A. Hernán,"Department of Epidemiology, Harvard T. H. Chan School of Public Health, Boston, MA;b Department of Biostatistics, University of Oslo, Oslo, NorwayCorrespondencemstensrud@hsph.harvard.eduhttps://orcid.org/0000-0001-9641-1936View further author information; c Department of Population Medicine, Harvard Medical School and Harvard Pilgrim Health Care Institute, Boston, MAView further author information; d Leibniz Institute for Prevention Research and Epidemiology – BIPS, Bremen, Germany;e Faculty of Mathematics/Computer Science, University of Bremen, Bremen, GermanyView further author information; Department of Epidemiology, Harvard T. H. Chan School of Public Health, Boston, MA;f Department of Biostatistics, Harvard T. H. Chan School of Public Health, Boston, MAView further author information; Department of Epidemiology, Harvard T. H. Chan School of Public Health, Boston, MA;f Department of Biostatistics, Harvard T. H. Chan School of Public Health, Boston, MA;g Harvard-MIT Division of Health Sciences and Technology, Cambridge, MAView further author information",2022-1-2,Journal of the American Statistical Association,Separable Effects for Causal Inference in the Presence of Competing Events,https://www.tandfonline.com/doi/abs/10.1080/01621459.2020.1765783
