Author,Affiliation,Publication Date,Journal Title,Title,URL,,,,,,,,,,,,,,,,,,,,
Laura Reh; Fabian Krüger; Roman Liesenfeld,"Institute of Econometrics and Statistics, University of Cologne, Cologne, GermanyCorrespondencereh@statistik.uni-koeln.deView further author information; b Department of Economics and Management, Karlsruhe Institute of Technology, Karlsruhe, GermanyView further author information; Institute of Econometrics and Statistics, University of Cologne, Cologne, GermanyView further author information",2023/4/3,Journal of Business & Economic Statistics,Predicting the Global Minimum Variance Portfolio,https://www.tandfonline.com/doi/abs/10.1080/07350015.2022.2035226,,,,,,,,,,,,,,,,,,,,
Gary Koop; Stuart McIntyre; James Mitchell; Aubrey Poon,"University of Strathclyde, Glasgow, UKhttps://orcid.org/0000-0002-6091-378X; University of Strathclyde, Glasgow, UKCorrespondences.mcintyre@strath.ac.ukhttps://orcid.org/0000-0002-0640-7544; b Federal Reserve Bank of Cleveland, Cleveland, OH; c ?rebro University, ?rebro, Sweden",2023/4/3,Journal of Business & Economic Statistics,Reconciled Estimates of Monthly GDP in the United States,https://www.tandfonline.com/doi/abs/10.1080/07350015.2022.2044336,,,,,,,,,,,,,,,,,,,,
Trong-Nghia Nguyen; Minh-Ngoc Tran; David Gunawan; Robert Kohn,"Discipline of Business Analytics, University of Sydney Business School, Sydney, Australia;b Australian Research Council?�s Centre of Excellence for Mathematical and Statistical Frontiers (ACEMS), Melbourne, AustraliaView further author information; Discipline of Business Analytics, University of Sydney Business School, Sydney, Australia;b Australian Research Council?�s Centre of Excellence for Mathematical and Statistical Frontiers (ACEMS), Melbourne, AustraliaCorrespondenceminh-ngoc.tran@sydney.edu.auView further author information; b Australian Research Council?�s Centre of Excellence for Mathematical and Statistical Frontiers (ACEMS), Melbourne, Australia;c School of Mathematics and Applied Statistics, University of Wollongong, Wollongong, AustraliaView further author information; b Australian Research Council?�s Centre of Excellence for Mathematical and Statistical Frontiers (ACEMS), Melbourne, Australia;d School of Economics, UNSW Business School, Sydney, AustraliaView further author information",2023/4/3,Journal of Business & Economic Statistics,A Statistical Recurrent Stochastic Volatility Model for Stock Markets,https://www.tandfonline.com/doi/abs/10.1080/07350015.2022.2028631,,,,,,,,,,,,,,,,,,,,
Yuya Sasaki; Yulong Wang,"Department of Economics, Vanderbilt University, Nashville, TN;; Correspondenceyuya.sasaki@vanderbilt.edu; b Maxwell School of Citizenship and Public Affairs, Department of Economics, Syracuse University, Syracuse, NY",2023/4/3,Journal of Business & Economic Statistics,Diagnostic Testing of Finite Moment Conditions for the Consistency and Root-N Asymptotic Normality of the GMM and M Estimators,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.2019047,,,,,,,,,,,,,,,,,,,,
Monica Billio; Roberto Casarin; Matteo Iacopini; Sylvia Kaufmann,"Department of Economics, Ca??Foscari University of Venice, Venezia, Italyhttps://orcid.org/0000-0002-6690-0832View further author information; Department of Economics, Ca??Foscari University of Venice, Venezia, Italyhttps://orcid.org/0000-0003-1746-9190View further author information; Science, Vrije Universiteit Amsterdam, Amsterdam, Netherlands;c Tinbergen Institute, Amsterdam, NetherlandsCorrespondencem.iacopini@vu.nlhttps://orcid.org/0000-0002-3551-4891View further author information; d Study Center Gerzensee, Foundation of the Swiss National Bank, Gerzensee, SwitzerlandView further author information",2023/4/3,Journal of Business & Economic Statistics,Bayesian Dynamic Tensor Regression,https://www.tandfonline.com/doi/abs/10.1080/07350015.2022.2032721,,,,,,,,,,,,,,,,,,,,
Zhewen Pan; Jianhui Xie,"Lingnan College, Sun Yat-sen University, Guangzhou, ChinaView further author information; b International School of Business & Finance, Sun Yat-sen University, Zhuhai, ChinaCorrespondencexiejh23@mail.sysu.edu.cnView further author information",2023/4/3,Journal of Business & Economic Statistics,#NAME?,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.2013243,,,,,,,,,,,,,,,,,,,,
Dixin Zhang; Yulin Wang; Hua Liang,"Department of Finance, Nanjing University, Nanjing, Jiangsu, ChinaView further author information; b School of Economics, Shanghai University of Finance and Economics, Shanghai, ChinaView further author information; c Department of Statistics, George Washington University, Washington, DCCorrespondencehliang@gwu.eduView further author information",2023/4/3,Journal of Business & Economic Statistics,A Novel Estimation Method in Generalized Single Index Models,https://www.tandfonline.com/doi/abs/10.1080/07350015.2022.2027777,,,,,,,,,,,,,,,,,,,,
Yannick Hoga; Timo Dimitriadis,"Faculty of Economics and Business Administration, University of Duisburg-Essen, Essen, GermanyCorrespondenceyannick.hoga@vwl.uni-due.dehttps://orcid.org/0000-0002-6332-5561View further author information; b Alfred Weber Institute of Economics, Heidelberg University, Heidelberg, Germany;c Heidelberg Institute for Theoretical Studies, Heidelberg, Germanyhttps://orcid.org/0000-0002-8322-360XView further author information",2023/4/3,Journal of Business & Economic Statistics,On Testing Equal Conditional Predictive Ability Under Measurement Error,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.2021923,,,,,,,,,,,,,,,,,,,,
Yuanyuan Lin; Jinhan Xie; Ruijian Han; Niansheng Tang,"Department of Statistics, The Chinese University of Hong Kong, Shatin, N.T., Hong Kong, Chinahttps://orcid.org/0000-0003-1293-1040View further author information; Analysis, Yunnan University, Kunming, ChinaView further author information; Department of Statistics, The Chinese University of Hong Kong, Shatin, N.T., Hong Kong, Chinahttps://orcid.org/0000-0002-9225-2218View further author information; Analysis, Yunnan University, Kunming, ChinaCorrespondencenstang@ynu.edu.cnView further author information",2023/4/3,Journal of Business & Economic Statistics,Post-selection Inference of High-dimensional Logistic Regression Under Case?�Control Design,https://www.tandfonline.com/doi/abs/10.1080/07350015.2022.2050245,,,,,,,,,,,,,,,,,,,,
Christopher Walsh; Michael Vogt,"Institute of Finance and Statistics, University of Bonn, Bonn, GermanyCorrespondencecwalsh@uni-bonn.dehttps://orcid.org/0000-0003-3586-7010View further author information; b Ulm University, Institute of Statistics, Ulm, Germanyhttps://orcid.org/0000-0002-5885-4303View further author information",2023/4/3,Journal of Business & Economic Statistics,Locally Stationary Multiplicative Volatility Modeling,https://www.tandfonline.com/doi/abs/10.1080/07350015.2022.2036612,,,,,,,,,,,,,,,,,,,,
Rong Jiang; Keming Yu,"University, Shanghai, China;b College of Science, Anqing Normal University, Anqing, Chinahttps://orcid.org/0000-0002-9613-0015View further author information; b College of Science, Anqing Normal University, Anqing, China;c Brunel University London, Uxbridge, UKCorrespondencekeming.yu@brunel.ac.ukView further author information",2023/4/3,Journal of Business & Economic Statistics,No-Crossing Single-Index Quantile Regression Curve Estimation,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.2013245,,,,,,,,,,,,,,,,,,,,
Bertille Antoine; Lynda Khalaf; Maral Kichian; Zhenjiang Lin,"Department of Economics, Simon Fraser University, Burnaby, BC, CanadaCorrespondencebertille_antoine@sfu.caView further author information; b Department of Economics, Carleton University, CanadaView further author information; c School of Public and International Affairs, University of Ottawa, Ottawa, CanadaView further author information; d School of Economics, University of Nottingham, Ningbo China, ChinaView further author information",2023/4/3,Journal of Business & Economic Statistics,Identification-Robust Inference With Simulation-Based Pseudo-Matching,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.2019046,,,,,,,,,,,,,,,,,,,,
Ilze Kalnina,"State University, Raleigh, NC",2023/4/3,Journal of Business & Economic Statistics,Inference for Nonparametric High-Frequency Estimators with an Application to Time Variation in Betas,https://www.tandfonline.com/doi/abs/10.1080/07350015.2022.2040520,,,,,,,,,,,,,,,,,,,,
Lina Lu,"Federal Reserve Bank of Boston, Boston, MACorrespondencelina.lu@bos.frb.org",2023/4/3,Journal of Business & Economic Statistics,Simultaneous Spatial Panel Data Models with Common Shocks,https://www.tandfonline.com/doi/abs/10.1080/07350015.2022.2046007,,,,,,,,,,,,,,,,,,,,
Jilin Wu; Xiaojun Song; Zhijie Xiao,"Department of Finance, School of Economics, and Wang Yanan Institute for Studies in Economics (WISE), Xiamen University, Xiamen, ChinaView further author information; School of Management and Center for Statistical Science, Peking University, Beijing, ChinaCorrespondencesxj@gsm.pku.edu.cnView further author information; c Department of Economics, Boston College, Chestnut Hill, MAView further author information",2023/4/3,Journal of Business & Economic Statistics,Testing for Trend Specifications in Panel Data Models,https://www.tandfonline.com/doi/abs/10.1080/07350015.2022.2035227,,,,,,,,,,,,,,,,,,,,
Christian M. Hafner; Helmut Herwartz,"Analysis and Modeling in Economics and Statistics (LIDAM), Université Catholique de Louvain, Louvain-la-Neuve, Belgium; Correspondencechristian.hafner@uclouvain.beView further author information; b Department of Economics, University of Göttingen, Göttingen, GermanyView further author information",2023/4/3,Journal of Business & Economic Statistics,Dynamic Score-Driven Independent Component Analysis,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.2013244,,,,,,,,,,,,,,,,,,,,
Yukitoshi Matsushita; Taisuke Otsu; Keisuke Takahata,"Graduate School of Economics, Hitotsubashi University, Tokyo, JapanView further author information; b Department of Economics, London School of Economics, London, UKCorrespondencet.otsu@lse.ac.ukView further author information; c Faculty of Economics, Keio University, Tokyo, JapanView further author information",2023/4/3,Journal of Business & Economic Statistics,Estimating Density Ratio of Marginals to Joint: Applications to Causal Inference,https://www.tandfonline.com/doi/abs/10.1080/07350015.2022.2035228,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Lijia Wang; Xu Han; Xin Tong,"Department of Mathematics at the University of Southern California, Los Angeles, CA; b Department of Statistical Science, Fox Business School, Temple University, Philadelphia, PACorrespondencehanxu3@temple.edu; Sciences and Operations, Marshall Business School, University of Southern California, Los Angeles, CA",2023/4/3,Journal of Business & Economic Statistics,Skilled Mutual Fund Selection: False Discovery Control Under Dependence,https://www.tandfonline.com/doi/abs/10.1080/07350015.2022.2044337,,,,,,,,,,,,,,,,,,,,
Lung-Fei Lee; Chao Yang; Jihai Yu,"Ohio State University, Columbus, OHView further author information; b Shanghai University of Finance and Economics, Shanghai, ChinaView further author information; c Peking University, Beijing, ChinaCorrespondencejihai.yu@gmail.comView further author information",2023/4/3,Journal of Business & Economic Statistics,QML and Efficient GMM Estimation of Spatial Autoregressive Models with Dominant (Popular) Units,https://www.tandfonline.com/doi/abs/10.1080/07350015.2022.2041424,,,,,,,,,,,,,,,,,,,,
Mingjing Chen,"School of Mathematics and Statistics, Chongqing Technology and Business University, Chongqing, ChinaCorrespondence394417623@qq.comhttps://orcid.org/0000-0002-0314-7329View further author information",2023/4/3,Journal of Business & Economic Statistics,Circularly Projected Common Factors for Grouped Data,https://www.tandfonline.com/doi/abs/10.1080/07350015.2022.2051520,,,,,,,,,,,,,,,,,,,,
Jingli Wang; Jialiang Li,"Science, Nankai University, Tianjin, Chinahttps://orcid.org/0000-0001-5942-0219View further author information; Science, National University of Singapore, Singapore, SingaporeCorrespondencestalj@nus.edu.sghttps://orcid.org/0000-0002-9704-4135View further author information",2023/4/3,Journal of Business & Economic Statistics,Multi-Threshold Structural Equation Model,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.2023553,,,,,,,,,,,,,,,,,,,,
Jingfei Zhang; Biao Cai; Xuening Zhu; Hansheng Wang; Ganggang Xu; Yongtao Guan,"Department of Management Science, University of Miami, Coral Gables, FLCorrespondenceezhang@bus.miami.eduView further author information; Department of Management Science, University of Miami, Coral Gables, FLView further author information; Science, Fudan University, Shanghai, Chinahttps://orcid.org/0000-0001-5824-5279View further author information; c Department of Business Statistics and Econometrics, Peking University, Beijing, ChinaView further author information; Department of Management Science, University of Miami, Coral Gables, FLView further author information; Department of Management Science, University of Miami, Coral Gables, FLView further author information",2023/4/3,Journal of Business & Economic Statistics,Learning Human Activity Patterns Using Clustered Point Processes With Active and Inactive States,https://www.tandfonline.com/doi/abs/10.1080/07350015.2021.2025065,,,,,,,,,,,,,,,,,,,,
Kerem Tuzcuoglu,"Bank of Canada, Ottawa, Canada",2023/4/3,Journal of Business & Economic Statistics,Composite Likelihood Estimation of an Autoregressive Panel Ordered Probit Model with Random Effects,https://www.tandfonline.com/doi/abs/10.1080/07350015.2022.2044829,,,,,,,,,,,,,,,,,,,,
